Price for 2,Dining Rating,Dining Rating Count,Location,Cuisine
200,3,12,Washermenpet,"Beverages,  Ice Cream"
200,2,4,Chengalpattu,"Beverages,  Ice Cream"
200,,Not enough Dining Reviews,Royapuram,"Beverages,  Ice Cream"
350,,Not enough Dining Reviews,Santhome,"Juices,  Beverages,  Desserts,  Sandwich"
350,2.7,6,Ramapuram,"Juices,  Beverages,  Desserts,  Sandwich"
350,,Not enough Dining Reviews,Perungudi,"Juices,  Beverages,  Desserts,  Sandwich"
350,,Not enough Dining Reviews,Ashok Nagar,"Juices,  Beverages,  Desserts,  Sandwich"
350,,Not enough Dining Reviews,Adyar,"Juices,  Beverages,  Desserts,  Sandwich"
350,,Does not offer Dining,Medavakkam,"Juices,  Beverages,  Desserts,  Sandwich"
350,,Does not offer Dining,Velachery,"Juices,  Beverages,  Desserts,  Sandwich"
150,3.6,51,Sowcarpet,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,3.8,27,Perungudi,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,3.3,22,Medavakkam,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,3.4,17,Padur,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
200,3.4,14,Medavakkam,"Ice Cream,  Desserts"
150,,Not enough Dining Reviews,Mylapore,"Desserts,  Ice Cream"
150,2,4,Arumbakkam,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,,Does not offer Dining,Ashok Nagar,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,3.4,15,Selaiyur,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,3,11,Tambaram,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,,Does not offer Dining,Chengalpattu,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,3.4,11,"Chandra Metro Mall, Virugambakkam","Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,,Not enough Dining Reviews,Ambattur,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,3.3,6,Madipakkam,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,3.2,5,RA Puram,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
200,2,4,Pallikaranai,"Ice Cream,  Desserts"
150,2,4,Porur,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,2,4,Okkiyampet,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,,Not enough Dining Reviews,Tambaram,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,,Not enough Dining Reviews,Purasavakkam,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,,Not enough Dining Reviews,Medavakkam,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,,Not enough Dining Reviews,Medavakkam,"Desserts,  Ice Cream"
150,,Not enough Dining Reviews,T. Nagar,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,,Not enough Dining Reviews,Navallur,"Desserts,  Ice Cream"
150,,Not enough Dining Reviews,Purasavakkam,Ice Cream
150,,Not enough Dining Reviews,Kanchipuram District,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,,Not enough Dining Reviews,Kottivakkam,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,,Not enough Dining Reviews,Perungudi,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,,Not enough Dining Reviews,Tambaram,"Desserts,  Ice Cream"
150,,Not enough Dining Reviews,GST Road,"Desserts,  Ice Cream"
150,,Not enough Dining Reviews,Adambakkam,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,,Not enough Dining Reviews,Thiruvanmiyur,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
150,,Not enough Dining Reviews,Velachery,"Ice Cream,  Street Food,  Rolls,  Sandwich,  Beverages"
300,4,453,Potheri,"Sandwich,  Burger,  Wraps,  Fast Food,  Beverages"
300,3.6,89,Madipakkam,"Sandwich,  Burger,  Wraps,  Fast Food,  Beverages"
300,3.1,42,Selaiyur,"Sandwich,  Burger,  Wraps,  Fast Food,  Beverages"
300,3.4,39,Potheri,"Sandwich,  Burger,  Wraps,  Fast Food,  Beverages"
300,3.1,25,"Mahindra World City, Chengalpattu","Sandwich,  Burger,  Wraps,  Fast Food,  Beverages"
300,3.1,22,Ambattur,"Sandwich,  Burger,  Wraps,  Fast Food,  Beverages"
300,3.5,42,Pallavaram,"Sandwich,  Burger,  Wraps,  Fast Food,  Beverages"
200,,Does not offer Dining,Velachery,Sandwich
100,3.8,54,T. Nagar,"Desserts,  Ice Cream,  Beverages"
200,3.7,42,Perambur,"Ice Cream,  Desserts"
200,3.6,37,Thiruvanmiyur,"Ice Cream,  Desserts"
200,3.5,27,Ambattur,"Ice Cream,  Desserts"
200,3.6,24,Tiruvottiyur,Ice Cream
200,3.4,13,Nanganallur,"Ice Cream,  Desserts"
200,3.4,14,Saligramam,"Ice Cream,  Desserts"
200,3.7,9,Thiruvallur,"Ice Cream,  Desserts"
100,3.3,12,Porur,Ice Cream
200,2.8,8,"Kora Food Street, Anna Nagar West","Ice Cream,  Desserts"
200,2,4,Adambakkam,"Ice Cream,  Desserts"
150,2.7,53,Porur,"Beverages,  Ice Cream"
150,3,18,West Mambalam,"Beverages,  Ice Cream"
150,3.6,23,Guindy,"Beverages,  Ice Cream,  Desserts"
150,3.2,21,Mylapore,"Beverages,  Ice Cream"
150,3.5,15,Velachery,"Beverages,  Ice Cream"
200,,Not enough Dining Reviews,Thuraipakkam,Beverages
200,3.5,54,Perambur,Fast Food
200,,Does not offer Dining,Anna Nagar West,Fast Food
200,3.4,13,Anna Nagar East,Fast Food
550,3.4,52,Medavakkam,"Mithai,  Street Food,  North Indian,  South Indian"
550,3.2,44,Porur,"Mithai,  Street Food,  North Indian,  South Indian"
550,3.3,33,Pallavaram,"Mithai,  Street Food,  North Indian,  South Indian"
550,3.6,9,Vandalur,"Mithai,  Street Food,  North Indian,  South Indian"
550,3.4,0,Selaiyur,"Fast Food,  South Indian,  Mithai"
550,3.4,0,Tambaram,"Mithai,  Street Food,  North Indian,  South Indian"
550,3.4,0,Selaiyur,"Mithai,  Street Food,  North Indian,  South Indian"
550,3.4,0,Pallikaranai,"Mithai,  Street Food,  North Indian,  South Indian"
250,,Does not offer Dining,Anna Nagar East,"Biryani,  Hyderabadi,  North Indian,  Mughlai"
250,,Does not offer Dining,T. Nagar,"Biryani,  Hyderabadi,  North Indian,  Mughlai"
250,,Does not offer Dining,Mogappair,"Biryani,  Hyderabadi,  North Indian,  Mughlai"
250,,Does not offer Dining,"Hotel Chennai Deluxe, Koyambedu","Biryani,  Hyderabadi,  North Indian,  Mughlai"
250,,Does not offer Dining,Thuraipakkam,"Biryani,  Hyderabadi,  North Indian,  Mughlai"
250,,Does not offer Dining,Porur,"Biryani,  Hyderabadi,  North Indian,  Mughlai"
250,,Does not offer Dining,Thuraipakkam,"Biryani,  Hyderabadi,  North Indian,  Mughlai"
250,,Does not offer Dining,T. Nagar,"Biryani,  Hyderabadi,  North Indian,  Mughlai"
250,,Does not offer Dining,Old Mahabalipuram Road (OMR),"Biryani,  Hyderabadi,  North Indian,  Mughlai"
500,3,58,Velachery,Bakery
500,3.1,56,Tambaram,Bakery
500,3.1,37,Ramapuram,Bakery
500,2.8,43,Ekkaduthangal,Bakery
500,2.7,22,Egmore,Bakery
500,2.9,30,Saligramam,Bakery
500,2.4,39,Velachery,Bakery
500,2.6,28,Thuraipakkam,Bakery
500,2.7,28,Perungudi,Bakery
500,3.4,29,Medavakkam,Bakery
500,2.8,25,Valasaravakkam,Bakery
500,2.5,29,Anna Nagar East,Bakery
500,2.6,24,Navallur,Bakery
500,2.5,14,Teynampet,Bakery
500,3,19,Choolaimedu,Bakery
500,2.3,13,Egatoor,Bakery
500,3,24,K.K. Nagar,Bakery
500,2.7,19,Madipakkam,Bakery
500,2.9,22,Sholinganallur,Bakery
500,3.6,7,Thousand Lights,Bakery
500,2.3,11,Nanganallur,Bakery
500,2.9,12,Palavakkam,Bakery
500,3.1,18,Mogappair,Bakery
500,2,4,Purasavakkam,Bakery
500,3.6,13,Ambattur,Bakery
500,3.4,9,Karapakkam,Bakery
500,,Not enough Dining Reviews,Ambattur,Bakery
500,3.5,5,Valasaravakkam,Bakery
500,3.2,9,Poonamalle,Bakery
500,,Not enough Dining Reviews,Perambur,Bakery
500,2.4,5,Adambakkam,Bakery
500,2.6,5,Porur,Bakery
500,3.3,5,Mogappair,Bakery
500,,Not enough Dining Reviews,Adambakkam,Bakery
500,,Not enough Dining Reviews,Virugambakkam,Bakery
500,,Not enough Dining Reviews,Anna Nagar West,Bakery
500,,Not enough Dining Reviews,Maduravoyal,Bakery
500,,Not enough Dining Reviews,Virugambakkam,Bakery
150,,Does not offer Dining,Ashok Nagar,Bakery
150,,Does not offer Dining,T. Nagar,Bakery
150,,Does not offer Dining,Navallur,Bakery
150,,Does not offer Dining,Adambakkam,Bakery
150,,Does not offer Dining,T. Nagar,Bakery
150,,Does not offer Dining,Arumbakkam,Bakery
150,3,5,Saligramam,Bakery
150,,Does not offer Dining,Chromepet,Bakery
150,,Does not offer Dining,Anna Nagar West,Bakery
150,,Does not offer Dining,Karapakkam,Bakery
150,,Does not offer Dining,Mylapore,Bakery
150,,Does not offer Dining,Ambattur,Bakery
150,,Does not offer Dining,St. Thomas Mount,Bakery
150,,Does not offer Dining,Mandaveli,Bakery
150,,Does not offer Dining,Adyar,Bakery
400,3.7,45,Valasaravakkam,"Mithai,  Fast Food,  North Indian"
400,3.4,49,T. Nagar,"Mithai,  Fast Food,  North Indian"
400,3.5,31,Kodambakkam,"Mithai,  Fast Food,  North Indian"
400,3.1,21,Velachery,"Mithai,  Fast Food,  North Indian"
400,2,4,Chromepet,"Mithai,  Fast Food,  North Indian"
400,2.7,10,Chromepet,"Mithai,  Fast Food,  North Indian"
400,,Not enough Dining Reviews,"Forum Vijaya Mall, Vadapalani","Mithai,  Fast Food,  North Indian"
400,,Not enough Dining Reviews,Ramapuram,"Mithai,  Fast Food,  North Indian"
150,,Does not offer Dining,Maduravoyal,Burmese
150,3.2,10,Porur,Burmese
150,,Does not offer Dining,Thiruvallur,Burmese
250,,Does not offer Dining,Alwarpet,"American,  Mexican,  Fast Food"
250,,Does not offer Dining,Velachery,"American,  Mexican,  Fast Food"
250,,Does not offer Dining,Nanganallur,"American,  Mexican,  Fast Food"
250,,Does not offer Dining,Pallavaram,"American,  Mexican,  Fast Food"
250,,Does not offer Dining,Navallur,"American,  Mexican,  Fast Food"
250,,Does not offer Dining,Medavakkam,"American,  Mexican,  Fast Food"
250,,Does not offer Dining,"OMR Food Street, Guduvancheri","American,  Mexican,  Fast Food"
250,,Does not offer Dining,Ramapuram,"American,  Mexican,  Fast Food"
250,3.3,5,Kandanchavadi,"American,  Mexican,  Fast Food"
250,,Does not offer Dining,Adyar,"American,  Mexican,  Fast Food"
250,,Does not offer Dining,Besant Nagar,"American,  Mexican,  Fast Food"
250,0.3,0,Injambakkam,"American,  Mexican,  Fast Food"
600,,Does not offer Dining,Thousand Lights,North Indian
600,,Does not offer Dining,Shenoy Nagar,North Indian
600,,Does not offer Dining,Adyar,North Indian
600,,Does not offer Dining,Thuraipakkam,North Indian
600,,Does not offer Dining,Ramapuram,North Indian
600,,Does not offer Dining,Vadapalani,North Indian
500,3.6,56,Adyar,"Fast Food,  Ice Cream,  Juices,  Beverages"
500,3.2,20,Choolaimedu,"Fast Food,  Ice Cream,  Juices,  Beverages"
300,3.3,5,K.K. Nagar,"Fast Food,  Ice Cream,  Beverages"
300,2.8,35,Ashok Nagar,"Chinese,  North Indian,  Fast Food"
300,2,4,Anna Nagar West,"Chinese,  North Indian,  Fast Food"
300,3.2,5,Teynampet,"Chinese,  North Indian,  Fast Food"
300,,Does not offer Dining,Kanchipuram District,"Chinese,  Biryani,  Fast Food"
450,3.8,56,"OMR Food Street, Ambattur","Biryani,  Andhra"
500,3,27,Medavakkam,"Andhra,  Biryani"
500,3.1,12,Porur,"Andhra,  Biryani"
500,3.3,0,Sholinganallur,"Biryani,  North Indian,  Chettinad,  Beverages"
200,3.7,21,Choolaimedu,"Ice Cream,  Desserts"
200,,Not enough Dining Reviews,Ekkaduthangal,"Desserts,  Ice Cream"
200,,Not enough Dining Reviews,Anna Nagar West,"Desserts,  Ice Cream"
150,3.1,31,Anna Nagar East,"Ice Cream,  Desserts"
150,2.9,34,Anna Nagar West,"Ice Cream,  Desserts"
150,3.7,19,Thuraipakkam,"Ice Cream,  Desserts"
150,2.8,20,Kolathur,"Ice Cream,  Desserts"
150,,Does not offer Dining,Aminijikarai,"Ice Cream,  Desserts"
150,3.4,14,Porur,"Ice Cream,  Desserts"
150,,Does not offer Dining,Mogappair,"Ice Cream,  Desserts"
150,3.4,8,Selaiyur,"Ice Cream,  Desserts"
200,,Not enough Dining Reviews,Virugambakkam,"Desserts,  Ice Cream,  Fast Food,  Beverages"
150,3,6,Madhavaram,"Ice Cream,  Desserts"
150,2,4,Porur,"Desserts,  Ice Cream"
150,,Not enough Dining Reviews,"OMR Food Street, Injambakkam","Desserts,  Ice Cream"
200,,Does not offer Dining,Aminijikarai,Desserts
150,,Not enough Dining Reviews,Red Hills,"Ice Cream,  Desserts"
150,,Not enough Dining Reviews,Kilpauk,"Desserts,  Ice Cream"
150,,Not enough Dining Reviews,Pallikaranai,"Desserts,  Ice Cream"
150,,Not enough Dining Reviews,Maduravoyal,"Desserts,  Ice Cream"
150,,Not enough Dining Reviews,Maduravoyal,"Desserts,  Ice Cream"
150,,Not enough Dining Reviews,Valasaravakkam,"Ice Cream,  Desserts"
150,,Not enough Dining Reviews,Anna Nagar West,"Ice Cream,  Desserts"
150,,Not enough Dining Reviews,Porur,Ice Cream
300,3,40,Washermenpet,"Pizza,  Fast Food"
300,3.5,25,Tambaram,"Pizza,  Fast Food"
300,2.9,20,Chromepet,"Pizza,  Fast Food"
300,2.9,20,Anna Nagar West,"Pizza,  Fast Food"
300,3.1,21,Washermenpet,"Pizza,  Fast Food"
300,2.9,17,Thuraipakkam,"Pizza,  Fast Food"
300,,Not enough Dining Reviews,Avadi,"Pizza,  Fast Food"
300,3.1,16,St. Thomas Mount,"Pizza,  Fast Food"
300,2.2,16,Old Mahabalipuram Road (OMR),"Pizza,  Fast Food"
300,3.5,14,Adambakkam,"Pizza,  Fast Food"
300,2.7,8,Madipakkam,"Pizza,  Fast Food"
300,,Does not offer Dining,Padur,"Pizza,  Fast Food"
300,2.8,10,Medavakkam,"Pizza,  Fast Food"
300,,Not enough Dining Reviews,Triplicane,"Pizza,  Fast Food"
300,3.5,7,Porur,"Pizza,  Fast Food"
300,3,9,Arumbakkam,"Pizza,  Fast Food"
300,2.5,6,Selaiyur,"Pizza,  Fast Food"
300,3.3,6,Valasaravakkam,"Pizza,  Fast Food"
300,3.3,6,Adyar,"Pizza,  Fast Food"
300,3.7,5,Porur,"Pizza,  Fast Food"
300,2,4,Adambakkam,"Pizza,  Fast Food"
300,,Not enough Dining Reviews,Porur,"Pizza,  Fast Food"
300,,Not enough Dining Reviews,Saligramam,"Pizza,  Fast Food"
300,,Not enough Dining Reviews,Anna Nagar West,"Pizza,  Fast Food"
300,,Not enough Dining Reviews,Thiruvanmiyur,"Pizza,  Fast Food"
300,,Not enough Dining Reviews,Purasavakkam,"Pizza,  Fast Food"
300,,Not enough Dining Reviews,Medavakkam,"Pizza,  Fast Food"
300,,Not enough Dining Reviews,Kilpauk,"Pizza,  Fast Food"
300,,Not enough Dining Reviews,Thiruvanmiyur,"Pizza,  Fast Food"
300,,Not enough Dining Reviews,Thuraipakkam,"Pizza,  Fast Food"
300,,Not enough Dining Reviews,Teynampet,"Pizza,  Fast Food"
300,,Not enough Dining Reviews,Alwarpet,"Pizza,  Fast Food"
600,,Does not offer Dining,Medavakkam,"North Indian,  Biryani,  Chinese"
600,,Does not offer Dining,Selaiyur,"North Indian,  Biryani,  Chinese"
600,,Does not offer Dining,Pallavaram,"North Indian,  Biryani,  Chinese"
200,,Does not offer Dining,Velachery,"Chinese,  North Indian,  Fast Food"
600,,Does not offer Dining,Ekkaduthangal,"North Indian,  Biryani,  Chinese"
500,2.9,37,T. Nagar,"North Indian,  Chinese,  Chettinad,  Biryani"
500,3,27,Koyambedu,"North Indian,  Chinese,  Chettinad,  Biryani"
500,3.3,23,Kodambakkam,"North Indian,  Chinese,  Chettinad,  Biryani"
500,3,8,Virugambakkam,"North Indian,  Chinese,  Chettinad,  Biryani"
500,,Not enough Dining Reviews,Park Town,"North Indian,  Chinese,  Chettinad,  Biryani"
500,3.1,35,Porur,"North Indian,  Biryani"
500,,Does not offer Dining,Velachery,"North Indian,  Biryani"
500,,Does not offer Dining,Nungambakkam,"North Indian,  Biryani"
500,,Does not offer Dining,T. Nagar,"North Indian,  Biryani"
500,,Does not offer Dining,Thuraipakkam,"North Indian,  Biryani"
500,,Does not offer Dining,Vadapalani,"North Indian,  Biryani"
500,,Does not offer Dining,Aminijikarai,"North Indian,  Biryani"
500,,Does not offer Dining,Poonamalle,"Coffee,  Cafe,  Beverages,  Desserts,  Tea"
500,,Does not offer Dining,Anna Nagar West,"Coffee,  Cafe,  Beverages,  Desserts,  Tea"
500,,Does not offer Dining,T. Nagar,"Coffee,  Cafe,  Beverages,  Desserts,  Tea"
500,,Does not offer Dining,Velachery,"Coffee,  Cafe,  Beverages,  Desserts,  Tea"
500,,Does not offer Dining,Semmancheri,"Coffee,  Cafe,  Beverages,  Desserts,  Tea"
500,,Does not offer Dining,Kilpauk,"Coffee,  Cafe,  Beverages,  Desserts,  Tea"
500,,Not enough Dining Reviews,Valasaravakkam,"Coffee,  Cafe,  Beverages,  Desserts,  Tea"
500,,Does not offer Dining,"Spencer Plaza Mall, Thousand Lights","Coffee,  Cafe,  Beverages,  Desserts,  Tea"
500,,Does not offer Dining,Adyar,"Coffee,  Cafe,  Beverages,  Desserts,  Tea"
500,,Does not offer Dining,Palavakkam,"Coffee,  Cafe,  Beverages,  Desserts,  Tea"
500,,Does not offer Dining,Thuraipakkam,"Coffee,  Cafe,  Beverages,  Desserts,  Tea"
350,,Does not offer Dining,Thuraipakkam,"Healthy Food,  North Indian"
350,,Does not offer Dining,Velachery,"Healthy Food,  North Indian"
350,,Does not offer Dining,T. Nagar,"Healthy Food,  North Indian"
350,3.2,38,"Spencer Plaza Mall, Thousand Lights",Fast Food
250,3.5,36,Perambur,"Fast Food,  Sandwich,  Beverages"
250,3.3,26,Anna Nagar West,"Fast Food,  Sandwich,  Beverages"
350,2.8,16,GST Road,"Sandwich,  Fast Food,  Beverages"
250,2.5,15,Teynampet,"Fast Food,  Sandwich,  Beverages"
350,2.7,10,Besant Nagar,"Sandwich,  Fast Food,  Beverages"
250,2,4,Vadapalani,"Fast Food,  Sandwich,  Beverages"
250,3,7,Taramani,"Fast Food,  Sandwich,  Beverages"
250,3.4,6,Medavakkam,"Fast Food,  Sandwich,  Beverages"
150,3.5,6,Adambakkam,Sandwich
250,,Not enough Dining Reviews,Perambur,"Fast Food,  Sandwich,  Beverages"
200,3.1,34,Chengalpattu,"Ice Cream,  Desserts"
200,3.2,27,Velachery,"Ice Cream,  Desserts"
200,,Not enough Dining Reviews,Medavakkam,Ice Cream
200,3,13,West Mambalam,"Ice Cream,  Desserts"
200,3.5,15,Chromepet,"Ice Cream,  Desserts"
200,3.1,12,Madipakkam,"Ice Cream,  Desserts"
200,3.1,9,Tiruvottiyur,"Ice Cream,  Desserts"
200,3.5,8,Potheri,"Ice Cream,  Desserts"
200,,Does not offer Dining,Selaiyur,"Biryani,  Chinese"
200,,Does not offer Dining,Pallavaram,"Biryani,  Chinese"
200,,Does not offer Dining,Ekkaduthangal,"Biryani,  Chinese"
250,3.5,35,K.K. Nagar,South Indian
250,3.3,25,Virugambakkam,South Indian
250,2.9,9,Madipakkam,South Indian
250,2,4,Thousand Lights,South Indian
600,,Does not offer Dining,Selaiyur,Chinese
600,,Does not offer Dining,Medavakkam,Chinese
600,,Does not offer Dining,Ekkaduthangal,Chinese
300,3.6,18,Adyar,"Ice Cream,  Fast Food,  Beverages"
300,3,13,Valasaravakkam,"Ice Cream,  Fast Food,  Beverages"
300,,Not enough Dining Reviews,Alwarpet,"Ice Cream,  Fast Food,  Beverages"
300,3,7,Royapuram,"Ice Cream,  Fast Food,  Beverages"
300,,Not enough Dining Reviews,Medavakkam,"Ice Cream,  Fast Food,  Beverages"
300,,Not enough Dining Reviews,Okkiyampet,"Ice Cream,  Fast Food,  Beverages"
200,,Does not offer Dining,Chromepet,"Juices,  Beverages"
200,,Does not offer Dining,T. Nagar,"Juices,  Beverages"
200,,Does not offer Dining,Gopalapuram,"Juices,  Beverages"
200,,Does not offer Dining,Chetpet,"Juices,  Beverages"
200,2.9,18,K.K. Nagar,"Juices,  Beverages"
200,,Does not offer Dining,Saligramam,"Juices,  Beverages"
200,,Does not offer Dining,Aminijikarai,"Juices,  Beverages"
200,3.1,14,Arumbakkam,"Juices,  Beverages"
200,,Does not offer Dining,Adyar,"Juices,  Beverages"
200,,Does not offer Dining,Velachery,"Juices,  Beverages"
200,2.9,9,Kilpauk,"Juices,  Beverages"
200,,Does not offer Dining,Mandaveli,"Juices,  Beverages"
200,,Does not offer Dining,Purasavakkam,"Juices,  Beverages"
200,,Does not offer Dining,West Mambalam,"Juices,  Beverages"
200,,Does not offer Dining,Adyar,"Juices,  Beverages"
200,,Does not offer Dining,Nandanam,"Juices,  Beverages"
200,,Does not offer Dining,Pallikaranai,"Juices,  Beverages"
200,,Does not offer Dining,Anna Nagar East,"Juices,  Beverages"
200,,Does not offer Dining,Perambur,"Juices,  Beverages"
200,,Does not offer Dining,Mylapore,"Juices,  Beverages"
200,,Does not offer Dining,Nungambakkam,"Juices,  Beverages"
200,,Does not offer Dining,Egmore,"Juices,  Beverages"
200,2,4,Nanganallur,"Juices,  Beverages"
200,,Does not offer Dining,Vepery,"Juices,  Beverages"
200,,Does not offer Dining,Anna Nagar East,"Juices,  Beverages"
200,,Does not offer Dining,Old Mahabalipuram Road (OMR),"Juices,  Beverages"
200,3.6,24,Nanganallur,"Beverages,  Fast Food"
200,3.5,9,Perungudi,"Beverages,  Fast Food"
250,3.3,12,Ramapuram,"Beverages,  North Indian,  Fast Food,  Ice Cream"
200,3.4,12,GST Road,"Beverages,  Fast Food"
200,2,4,Ambattur,"Beverages,  Fast Food"
250,,Not enough Dining Reviews,Mylapore,"Beverages,  Fast Food"
200,2.7,0,Thiruvallur,"Beverages,  Fast Food"
250,,,Chengalpattu,"Beverages,  Fast Food"
300,,Not enough Dining Reviews,T. Nagar,"South Indian,  Street Food,  Desserts"
300,2,4,Valasaravakkam,"South Indian,  Street Food,  Desserts"
300,,Not enough Dining Reviews,Velachery,"South Indian,  Street Food,  Desserts"
150,3.4,35,Choolaimedu,Ice Cream
150,3.8,50,Tambaram,Ice Cream
150,3.4,38,Ambattur,Ice Cream
150,3.4,37,Avadi,Ice Cream
150,3.6,25,Adambakkam,Ice Cream
150,2,4,Tiruvottiyur,Ice Cream
150,2.7,9,Egmore,Ice Cream
150,3.5,11,Ramapuram,Ice Cream
150,3.6,13,Egmore,Ice Cream
200,3.4,21,Valasaravakkam,Ice Cream
200,,Not enough Dining Reviews,Sowcarpet,Ice Cream
200,3,8,Thiruvanmiyur,Ice Cream
200,2,4,Arumbakkam,Ice Cream
200,3.7,9,Mogappair,Ice Cream
200,3.3,8,Anna Nagar West,Ice Cream
200,,Not enough Dining Reviews,Royapettah,Ice Cream
200,3.9,9,Ashok Nagar,Ice Cream
200,,Not enough Dining Reviews,Alwarpet,Ice Cream
200,3.1,6,Anna Nagar East,Ice Cream
200,3,5,Kolathur,Ice Cream
200,,Not enough Dining Reviews,Velachery,Ice Cream
200,3.1,5,Besant Nagar,Ice Cream
200,3.1,6,Perambur,Ice Cream
200,,Not enough Dining Reviews,Egmore,Ice Cream
200,2,4,Avadi,Ice Cream
200,,Not enough Dining Reviews,Guindy,Ice Cream
200,2,4,Triplicane,Ice Cream
200,,Not enough Dining Reviews,Teynampet,Ice Cream
200,,Not enough Dining Reviews,George Town,Ice Cream
200,,Not enough Dining Reviews,George Town,Ice Cream
200,,Not enough Dining Reviews,Koyambedu,Ice Cream
200,,Not enough Dining Reviews,T. Nagar,Ice Cream
200,,Not enough Dining Reviews,Kilpauk,Ice Cream
200,,Not enough Dining Reviews,Chetpet,Ice Cream
200,,Not enough Dining Reviews,K.K. Nagar,Ice Cream
200,,Not enough Dining Reviews,Potheri,Ice Cream
200,,Not enough Dining Reviews,Kilpauk,Ice Cream
200,,Not enough Dining Reviews,West Mambalam,Ice Cream
200,,Not enough Dining Reviews,Adyar,Ice Cream
200,,Not enough Dining Reviews,Teynampet,Ice Cream
200,,Not enough Dining Reviews,Adyar,Ice Cream
200,,Not enough Dining Reviews,West Mambalam,Ice Cream
200,,Not enough Dining Reviews,Mylapore,Ice Cream
200,,Not enough Dining Reviews,Thousand Lights,Ice Cream
150,,Does not offer Dining,Adyar,Ice Cream
150,,Does not offer Dining,Mylapore,Ice Cream
150,,Does not offer Dining,Anna Nagar West,Ice Cream
150,,Does not offer Dining,Porur,Ice Cream
150,,Does not offer Dining,Tambaram,Ice Cream
150,,Does not offer Dining,Ambattur,Ice Cream
850,3.8,9,Selaiyur,"Bakery,  North Indian,  Chinese,  Italian,  Mexican,  Fast Food,  Desserts"
850,3.2,5,Nanganallur,"Bakery,  North Indian,  Chinese,  Italian,  Mexican,  Fast Food,  Desserts"
850,,Not enough Dining Reviews,Vandalur,"Bakery,  North Indian,  Chinese,  Italian,  Mexican,  Fast Food,  Desserts"
200,3.3,35,Chromepet,Bakery
200,3.5,24,K.K. Nagar,Bakery
200,3.1,22,Kolathur,Bakery
200,3.2,17,Kottivakkam,Bakery
200,2.5,18,Alwarpet,Bakery
200,,Not enough Dining Reviews,Mogappair,Bakery
200,2.7,11,Saligramam,Bakery
200,2.5,12,Virugambakkam,Bakery
200,2.5,10,Selaiyur,Bakery
200,3,8,Kodambakkam,Bakery
200,2,4,Mogappair,Bakery
200,2,4,Kilpauk,Bakery
200,,Not enough Dining Reviews,Ambattur,Bakery
200,,Not enough Dining Reviews,Koyambedu,Bakery
100,,Not enough Dining Reviews,Tambaram,Bakery
200,,Not enough Dining Reviews,Kelambakkam,Bakery
200,,Does not offer Dining,Alwarpet,Beverages
200,,Does not offer Dining,T. Nagar,Beverages
200,,Does not offer Dining,Egatoor,Beverages
200,,Does not offer Dining,Taramani,Beverages
200,,Not enough Dining Reviews,Sholinganallur,Beverages
200,,Does not offer Dining,Perungudi,Beverages
200,,Not enough Dining Reviews,GST Road,Beverages
200,,Does not offer Dining,Poonamalle,"Street Food,  Sandwich,  Fast Food"
150,2,4,Ambattur,"Street Food,  Sandwich"
200,,Does not offer Dining,Maduravoyal,"Fast Food,  Mithai,  Street Food"
150,,Not enough Dining Reviews,Padur,"Street Food,  Sandwich"
350,,Does not offer Dining,Adyar,"Biryani,  North Indian"
350,,Does not offer Dining,Nungambakkam,"Biryani,  North Indian"
350,,Does not offer Dining,Avadi,"Biryani,  North Indian"
350,,Does not offer Dining,Triplicane,"Biryani,  North Indian"
350,,Does not offer Dining,Alwarpet,"Biryani,  North Indian"
350,,Does not offer Dining,Anna Nagar East,"Biryani,  North Indian"
350,,Does not offer Dining,Perambur,"Biryani,  North Indian"
350,,Does not offer Dining,Potheri,"Biryani,  North Indian"
350,,Does not offer Dining,Thuraipakkam,"Biryani,  North Indian"
